"Date(UTC)","Julian Date","MET","TS","Photon Flux [0.1-100 GeV](photons cm-2 s-1)","Photon Flux Error(photons cm-2 s-1)","Photon Index","Photon Index Error","Fit Tolerance","MINUIT Return Code","Analysis Log"
"Feb 17 2021","2459262","635256001","28.98","2.54e-7","9.70e-8","-2.1","-","1e-8","0","bin1527.log"
"Feb 20 2021","2459265","635515201","8.58","1.42e-7","9.48e-8","-2.1","-","1e-8","0","bin1528.log"
"Feb 23 2021","2459268","635774401","141.55","4.75e-7","8.20e-8","-2.1","-","1e-8","0","bin1529.log"
"Feb 26 2021","2459271","636033601","91.13","2.31e-7","4.80e-8","-2.1","-","1e-8","0","bin1530.log"
"Mar 01 2021","2459276","636292801","53.87","2.15e-7","5.10e-8","-2.1","-","1e-8","0","bin1531.log"
"Mar 04 2021","2459279","636552001","75.04","2.66e-7","5.70e-8","-2.1","-","1e-8","0","bin1532.log"
"Mar 07 2021","2459282","636811201","25.21","1.66e-7","5.40e-8","-2.1","-","1e-8","0","bin1533.log"
"Mar 10 2021","2459285","637070401","26.86","1.76e-7","5.40e-8","-2.1","-","1e-8","0","bin1534.log"
"Mar 13 2021","2459288","637329601","16.35","1.33e-7","5.61e-8","-2.1","-","1e-8","0","bin1535.log"
"Mar 16 2021","2459291","637588801","31.87","2.10e-7","6.00e-8","-2.1","-","1e-8","0","bin1536.log"
"Mar 19 2021","2459294","637848001","56.46","2.14e-7","5.10e-8","-2.1","-","1e-8","0","bin1537.log"
"Mar 22 2021","2459297","638107201","43.88","1.94e-7","5.10e-8","-2.1","-","1e-8","0","bin1538.log"
"Mar 25 2021","2459300","638366401","262.86","5.12e-7","6.60e-8","-2.1","-","1e-8","0","bin1539.log"
"Mar 28 2021","2459303","638625601","101.89","3.19e-7","5.70e-8","-2.1","-","1e-8","0","bin1540.log"
"Mar 31 2021","2459306","638884801","205.89","4.59e-7","6.30e-8","-2.1","-","1e-8","0","bin1541.log"
"Apr 03 2021","2459308","639144001","152.44","3.27e-7","5.50e-8","-2.1","-","1e-8","0","bin1542.log"
"Apr 06 2021","2459311","639403201","66.19","2.10e-7","4.80e-8","-2.1","-","1e-8","0","bin1543.log"
"Apr 09 2021","2459314","639662401","114.83","3.05e-7","5.40e-8","-2.1","-","1e-8","0","bin1544.log"
"Apr 12 2021","2459317","639921601","140.68","4.18e-7","6.50e-8","-2.1","-","1e-8","0","bin1545.log"
"Apr 15 2021","2459320","640180801","214.79","5.18e-7","6.80e-8","-2.1","-","1e-8","0","bin1546.log"
"Apr 18 2021","2459323","640440001","195.99","4.85e-7","6.80e-8","-2.1","-","1e-8","0","bin1547.log"
"Apr 21 2021","2459326","640699201","636.71","7.76e-7","6.40e-8","-2.1","-","1e-8","0","bin1548.log"
"Apr 24 2021","2459329","640958401","442.41","6.89e-7","6.40e-8","-2.1","-","1e-8","0","bin1549.log"
"Apr 27 2021","2459332","641217601","733.86","9.88e-7","7.80e-8","-2.1","-","1e-8","0","bin1550.log"
"Apr 30 2021","2459335","641476801","737.41","1.11e-6","8.00e-8","-2.1","-","1e-8","0","bin1551.log"
"May 03 2021","2459339","641736001","521.61","7.75e-7","7.20e-8","-2.1","-","1e-8","0","bin1552.log"
"May 06 2021","2459342","641995201","503.88","1.02e-6","9.50e-8","-2.1","-","1e-8","0","bin1553.log"
"May 09 2021","2459345","642254401","220.27","6.39e-7","8.10e-8","-2.1","-","1e-8","0","bin1554.log"
"May 12 2021","2459348","642513601","304.13","6.78e-7","8.10e-8","-2.1","-","1e-8","0","bin1555.log"
"May 15 2021","2459351","642772801","597.31","1.07e-6","9.40e-8","-2.1","-","1e-8","0","bin1556.log"
"May 18 2021","2459354","643032001","390","7.52e-7","8.00e-8","-2.1","-","1e-8","0","bin1557.log"
"May 21 2021","2459357","643291201","421.29","7.98e-7","7.90e-8","-2.1","-","1e-8","0","bin1558.log"
"May 24 2021","2459360","643550401","294.76","6.57e-7","7.50e-8","-2.1","-","1e-8","0","bin1559.log"
"May 27 2021","2459363","643809601","172.39","4.19e-7","6.30e-8","-2.1","-","1e-8","0","bin1560.log"
"May 30 2021","2459366","644068801","133.21","3.06e-7","5.50e-8","-2.1","-","1e-8","0","bin1561.log"
"Jun 02 2021","2459368","644328001","268.43","4.28e-7","5.20e-8","-2.1","-","1e-8","0","bin1562.log"
"Jun 05 2021","2459371","644587201","331.29","4.06e-7","4.60e-8","-2.1","-","1e-8","0","bin1563.log"
"Jun 08 2021","2459374","644846401","307.22","4.79e-7","5.20e-8","-2.1","-","1e-8","0","bin1564.log"
"Jun 11 2021","2459377","645105601","815.28","8.99e-7","6.60e-8","-2.1","-","1e-8","0","bin1565.log"
"Jun 14 2021","2459380","645364801","534.58","7.25e-7","6.30e-8","-2.1","-","1e-8","0","bin1566.log"
"Jun 17 2021","2459383","645624001","733.73","9.23e-7","7.20e-8","-2.1","-","1e-8","0","bin1567.log"
"Jun 20 2021","2459386","645883201","1072.97","1.27e-6","8.00e-8","-2.1","-","1e-8","0","bin1568.log"
"Jun 23 2021","2459389","646142401","521.92","1.07e-6","9.80e-8","-2.1","-","1e-8","0","bin1569.log"
"Jun 26 2021","2459392","646401601","680.36","1.36e-6","1.10e-7","-2.1","-","1e-8","0","bin1570.log"
"Jun 29 2021","2459395","646660801","506.41","1.06e-6","9.90e-8","-2.1","-","1e-8","0","bin1571.log"
"Jul 02 2021","2459399","646920001","997.59","1.76e-6","1.20e-7","-2.1","-","1e-8","0","bin1572.log"
"Jul 05 2021","2459402","647179201","1061.71","1.64e-6","1.20e-7","-2.1","-","1e-8","0","bin1573.log"
"Jul 08 2021","2459405","647438401","742.75","1.17e-6","1.00e-7","-2.1","-","1e-8","0","bin1574.log"
"Jul 11 2021","2459408","647697601","629.26","9.82e-7","8.40e-8","-2.1","-","1e-8","0","bin1575.log"
"Jul 14 2021","2459411","647956801","789.51","1.17e-6","1.00e-7","-2.1","-","1e-8","0","bin1576.log"
"Jul 17 2021","2459414","648216001","158.8","3.73e-7","6.10e-8","-2.1","-","1e-8","0","bin1577.log"
"Jul 20 2021","2459417","648475201","106.04","3.63e-7","7.00e-8","-2.1","-","1e-8","0","bin1578.log"
"Jul 23 2021","2459420","648734401","218.51","5.05e-7","6.80e-8","-2.1","-","1e-8","0","bin1579.log"
"Jul 26 2021","2459423","648993601","241.09","4.07e-7","5.60e-8","-2.1","-","1e-8","0","bin1580.log"
"Jul 29 2021","2459426","649252801","88.47","2.46e-7","4.70e-8","-2.1","-","1e-8","0","bin1581.log"
"Aug 01 2021","2459428","649512001","78","2.86e-7","5.60e-8","-2.1","-","1e-8","0","bin1582.log"
"Aug 04 2021","2459431","649771201","77.68","2.36e-7","5.20e-8","-2.1","-","1e-8","0","bin1583.log"
"Aug 07 2021","2459434","650030401","53.1","2.61e-7","6.30e-8","-2.1","-","1e-8","0","bin1584.log"
"Aug 10 2021","2459437","650289601","87.85","3.35e-7","6.40e-8","-2.1","-","1e-8","0","bin1585.log"
"Aug 13 2021","2459440","650548801","72.6","2.63e-7","5.60e-8","-2.1","-","1e-8","0","bin1586.log"
"Aug 16 2021","2459443","650808001","48.04","2.09e-7","5.50e-8","-2.1","-","1e-8","0","bin1587.log"
"Aug 19 2021","2459446","651067201","22.66","1.44e-7","4.73e-8","-2.1","-","1e-8","0","bin1588.log"
"Aug 22 2021","2459449","651326401","85.92","2.86e-7","5.70e-8","-2.1","-","1e-8","0","bin1589.log"
"Aug 25 2021","2459452","651585601","129.49","3.49e-7","6.50e-8","-2.1","-","1e-8","0","bin1590.log"
"Aug 28 2021","2459455","651844801","87.55","2.58e-7","5.30e-8","-2.1","-","1e-8","0","bin1591.log"
"Aug 31 2021","2459458","652104001","210.01","4.55e-7","6.50e-8","-2.1","-","1e-8","0","bin1592.log"
"Sep 03 2021","2459461","652363201","681.81","1.04e-6","8.80e-8","-2.1","-","1e-8","0","bin1593.log"
"Sep 06 2021","2459464","652622401","1805.31","3.00e-6","1.70e-7","-2.1","-","1e-8","0","bin1594.log"
"Sep 09 2021","2459467","652881601","0","< 2.91e-6","-","-","-","1e-8","0","bin1595.log"
"Sep 12 2021","2459470","653140801","0","< 7.51e-7","-","-","-","1e-8","0","bin1596.log"
"Sep 15 2021","2459473","653400001","37.99","5.81e-7","1.88e-7","-2.1","-","1e-8","0","bin1597.log"
"Sep 18 2021","2459476","653659201","361.35","6.78e-7","7.60e-8","-2.1","-","1e-8","0","bin1598.log"
"Sep 21 2021","2459479","653918401","1242.02","1.63e-6","1.10e-7","-2.1","-","1e-8","0","bin1599.log"
"Sep 24 2021","2459482","654177601","1067.97","1.59e-6","1.10e-7","-2.1","-","1e-8","0","bin1600.log"
"Sep 27 2021","2459485","654436801","651.88","1.15e-6","1.00e-7","-2.1","-","1e-8","0","bin1601.log"
"Sep 30 2021","2459488","654696001","378","8.08e-7","8.60e-8","-2.1","-","1e-8","0","bin1602.log"
"Oct 03 2021","2459491","654955201","675.48","7.89e-7","6.80e-8","-2.1","-","1e-8","0","bin1603.log"
"Oct 06 2021","2459494","655214401","475.35","5.96e-7","5.90e-8","-2.1","-","1e-8","0","bin1604.log"
"Oct 09 2021","2459497","655473601","258.26","4.02e-7","5.10e-8","-2.1","-","1e-8","0","bin1605.log"
"Oct 12 2021","2459500","655732801","102.83","2.55e-7","5.00e-8","-2.1","-","1e-8","0","bin1606.log"
"Oct 15 2021","2459503","655992001","103.36","3.22e-7","6.00e-8","-2.1","-","1e-8","0","bin1607.log"
"Oct 18 2021","2459506","656251201","122.37","3.19e-7","5.60e-8","-2.1","-","1e-8","0","bin1608.log"
"Oct 21 2021","2459509","656510401","125.03","3.61e-7","5.90e-8","-2.1","-","1e-8","0","bin1609.log"
"Oct 24 2021","2459512","656769601","274.73","5.42e-7","6.80e-8","-2.1","-","1e-8","0","bin1610.log"
"Oct 27 2021","2459515","657028801","200.14","4.47e-7","6.40e-8","-2.1","-","1e-8","0","bin1611.log"
"Oct 30 2021","2459518","657288001","89.52","2.84e-7","5.60e-8","-2.1","-","1e-8","0","bin1612.log"
"Nov 02 2021","2459521","657547201","142.48","3.64e-7","6.10e-8","-2.1","-","1e-8","0","bin1613.log"
"Nov 05 2021","2459524","657806401","278.92","6.07e-7","7.50e-8","-2.1","-","1e-8","0","bin1614.log"
"Nov 08 2021","2459527","658065601","344.87","6.15e-7","7.20e-8","-2.1","-","1e-8","0","bin1615.log"
"Nov 11 2021","2459530","658324801","183.23","4.05e-7","5.80e-8","-2.1","-","1e-8","0","bin1616.log"
"Nov 14 2021","2459533","658584001","426.82","4.98e-7","4.90e-8","-2.1","-","1e-8","0","bin1617.log"
"Nov 17 2021","2459536","658843201","484.28","5.61e-7","5.30e-8","-2.1","-","1e-8","0","bin1618.log"
"Nov 20 2021","2459539","659102401","731.05","7.34e-7","6.00e-8","-2.1","-","1e-8","0","bin1619.log"
"Nov 23 2021","2459542","659361601","503.39","6.51e-7","6.10e-8","-2.1","-","1e-8","0","bin1620.log"
"Nov 26 2021","2459545","659620801","411.12","5.56e-7","5.80e-8","-2.1","-","1e-8","0","bin1621.log"
"Nov 29 2021","2459548","659880001","410.45","6.59e-7","6.40e-8","-2.1","-","1e-8","0","bin1622.log"
"Dec 02 2021","2459551","660139201","290.59","5.80e-7","7.10e-8","-2.1","-","1e-8","0","bin1623.log"
"Dec 05 2021","2459554","660398401","278.33","5.55e-7","6.80e-8","-2.1","-","1e-8","0","bin1624.log"
"Dec 08 2021","2459557","660657601","369.44","7.12e-7","7.40e-8","-2.1","-","1e-8","0","bin1625.log"
"Dec 11 2021","2459560","660916801","297.29","5.42e-7","6.70e-8","-2.1","-","1e-8","0","bin1626.log"
"Dec 14 2021","2459563","661176001","179.93","4.17e-7","5.90e-8","-2.1","-","1e-8","0","bin1627.log"
"Dec 17 2021","2459566","661435201","186.82","3.98e-7","6.00e-8","-2.1","-","1e-8","0","bin1628.log"
"Dec 20 2021","2459569","661694401","198.38","4.34e-7","6.10e-8","-2.1","-","1e-8","0","bin1629.log"
"Dec 23 2021","2459572","661953601","240.73","5.37e-7","7.00e-8","-2.1","-","1e-8","0","bin1630.log"
"Dec 26 2021","2459575","662212801","230.61","5.02e-7","7.00e-8","-2.1","-","1e-8","0","bin1631.log"
"Dec 29 2021","2459578","662472001","453.98","7.77e-7","7.80e-8","-2.1","-","1e-8","0","bin1632.log"
"Jan 01 2022","2459580","662731201","697.51","8.13e-7","6.70e-8","-2.1","-","1e-8","0","bin1633.log"
"Jan 04 2022","2459583","662990401","515.31","7.04e-7","6.60e-8","-2.1","-","1e-8","0","bin1634.log"
"Jan 07 2022","2459586","663249601","303.63","5.32e-7","6.50e-8","-2.1","-","1e-8","0","bin1635.log"
"Jan 10 2022","2459589","663508801","176","4.57e-7","6.90e-8","-2.1","-","1e-8","0","bin1636.log"
"Jan 13 2022","2459592","663768001","97.63","3.13e-7","6.00e-8","-2.1","-","1e-8","0","bin1637.log"
"Jan 16 2022","2459595","664027201","146.18","3.95e-7","6.50e-8","-2.1","-","1e-8","0","bin1638.log"
"Jan 19 2022","2459598","664286401","177.17","4.20e-7","6.20e-8","-2.1","-","1e-8","0","bin1639.log"
"Jan 22 2022","2459601","664545601","148.36","3.54e-7","5.70e-8","-2.1","-","1e-8","0","bin1640.log"
"Jan 25 2022","2459604","664804801","276.74","5.42e-7","6.70e-8","-2.1","-","1e-8","0","bin1641.log"
"Jan 28 2022","2459607","665064001","316.74","6.58e-7","7.60e-8","-2.1","-","1e-8","0","bin1642.log"
"Jan 31 2022","2459610","665323201","568.1","8.98e-7","8.80e-8","-2.1","-","1e-8","0","bin1643.log"
"Feb 03 2022","2459613","665582401","422.39","7.32e-7","7.80e-8","-2.1","-","1e-8","0","bin1644.log"
"Feb 06 2022","2459616","665841601","581.73","8.19e-7","7.90e-8","-2.1","-","1e-8","0","bin1645.log"
"Feb 09 2022","2459619","666100801","552.74","8.87e-7","8.30e-8","-2.1","-","1e-8","0","bin1646.log"
"Feb 12 2022","2459622","666360001","215.11","6.99e-7","1.05e-7","-2.1","-","1e-8","0","bin1647.log"
"Feb 15 2022","2459625","666619201","6.33","5.62e-7","2.70e-8","-2.1","-","1e-8","101","bin1648.log"
"Feb 18 2022","2459628","666878401","11.68","3.47e-7","1.89e-7","-2.1","-","1e-8","0","bin1649.log"
"Feb 21 2022","2459631","667137601","22.59","4.58e-7","1.89e-7","-2.1","-","1e-8","0","bin1650.log"
"Feb 24 2022","2459634","667396801","18.88","4.04e-7","1.85e-7","-2.1","-","1e-8","0","bin1651.log"
"Feb 27 2022","2459637","667656001","141.19","4.68e-7","7.80e-8","-2.1","-","1e-8","0","bin1652.log"
"Mar 02 2022","2459642","667915201","214.29","4.68e-7","6.70e-8","-2.1","-","1e-8","0","bin1653.log"
"Mar 05 2022","2459645","668174401","232.79","5.10e-7","7.10e-8","-2.1","-","1e-8","0","bin1654.log"
"Mar 08 2022","2459648","668433601","106.09","3.97e-7","6.70e-8","-2.1","-","1e-8","0","bin1655.log"
"Mar 11 2022","2459651","668692801","144.6","4.87e-7","8.10e-8","-2.1","-","1e-8","0","bin1656.log"
"Mar 14 2022","2459654","668952001","194.98","5.92e-7","8.80e-8","-2.1","-","1e-8","0","bin1657.log"
