"Date(UTC)","Julian Date","MET","TS","Photon Flux [0.1-100 GeV](photons cm-2 s-1)","Photon Flux Error(photons cm-2 s-1)","Photon Index","Photon Index Error","Fit Tolerance","MINUIT Return Code","Analysis Log"
"Sep 02 2012","2456172","368280001","0","< 5.27e-8","-","-","-","1e-8","0","bin497.log"
"Sep 05 2012","2456175","368539201","7.88","7.36e-8","3.76e-8","-2.1","-","1e-8","0","bin498.log"
"Sep 08 2012","2456178","368798401","0.65","< 7.66e-8","-","-","-","1e-8","0","bin499.log"
"Sep 11 2012","2456181","369057601","5.84","4.42e-8","2.69e-8","-2.1","-","1e-8","0","bin500.log"
"Sep 14 2012","2456184","369316801","3.67","< 1.14e-7","-","-","-","1e-8","0","bin501.log"
"Sep 17 2012","2456187","369576001","1.07","< 7.90e-8","-","-","-","1e-8","0","bin502.log"
"Sep 20 2012","2456190","369835201","1.61","< 7.26e-8","-","-","-","1e-8","0","bin503.log"
"Sep 23 2012","2456193","370094401","15.2","7.72e-8","3.55e-8","-2.1","-","1e-8","0","bin504.log"
"Sep 26 2012","2456196","370353601","3.77","< 1.03e-7","-","-","-","1e-8","0","bin505.log"
"Sep 29 2012","2456199","370612801","1.97","< 2.01e-7","-","-","-","1e-8","0","bin506.log"
"Oct 02 2012","2456203","370872001","8.15","4.28e-8","2.88e-8","-2.1","-","1e-8","0","bin507.log"
"Oct 05 2012","2456206","371131201","6.52","7.04e-8","3.87e-8","-2.1","-","1e-8","0","bin508.log"
"Oct 08 2012","2456209","371390401","1.23","< 8.86e-8","-","-","-","1e-8","0","bin509.log"
"Oct 11 2012","2456212","371649601","0","< 4.13e-8","-","-","-","1e-8","0","bin510.log"
"Oct 14 2012","2456215","371908801","8","6.08e-8","3.27e-8","-2.1","-","1e-8","0","bin511.log"
"Oct 17 2012","2456218","372168001","16.24","8.37e-8","3.32e-8","-2.1","-","1e-8","0","bin512.log"
"Oct 20 2012","2456221","372427201","17.04","7.84e-8","3.40e-8","-2.1","-","1e-8","0","bin513.log"
"Oct 23 2012","2456224","372686401","5.77","5.99e-8","3.29e-8","-2.1","-","1e-8","0","bin514.log"
"Oct 26 2012","2456227","372945601","0.93","< 8.65e-8","-","-","-","1e-8","0","bin515.log"
"Oct 29 2012","2456230","373204801","0.01","< 6.07e-8","-","-","-","1e-8","0","bin516.log"
"Nov 01 2012","2456232","373464001","0.31","< 6.23e-8","-","-","-","1e-8","0","bin517.log"
"Nov 04 2012","2456235","373723201","2.62","< 7.45e-8","-","-","-","1e-8","0","bin518.log"
"Nov 07 2012","2456238","373982401","2.72","< 6.90e-8","-","-","-","1e-8","0","bin519.log"
"Nov 10 2012","2456241","374241601","0.76","< 7.78e-8","-","-","-","1e-8","0","bin520.log"
"Nov 13 2012","2456244","374500801","0.4","< 7.34e-8","-","-","-","1e-8","0","bin521.log"
"Nov 16 2012","2456247","374760001","1.54","< 7.78e-8","-","-","-","1e-8","0","bin522.log"
"Nov 19 2012","2456250","375019201","1.47","< 7.77e-8","-","-","-","1e-8","0","bin523.log"
"Nov 22 2012","2456253","375278401","0","< 4.09e-8","-","-","-","1e-8","0","bin524.log"
"Nov 25 2012","2456256","375537601","0.04","< 5.66e-8","-","-","-","1e-8","0","bin525.log"
"Nov 28 2012","2456259","375796801","3.97","< 9.78e-8","-","-","-","1e-8","0","bin526.log"
"Dec 01 2012","2456263","376056001","0","< 4.18e-8","-","-","-","1e-8","0","bin527.log"
"Dec 04 2012","2456266","376315201","0.19","< 7.59e-8","-","-","-","1e-8","0","bin528.log"
"Dec 07 2012","2456269","376574401","0","< 6.11e-8","-","-","-","1e-8","0","bin529.log"
"Dec 10 2012","2456272","376833601","2.6","< 7.90e-8","-","-","-","1e-8","0","bin530.log"
"Dec 13 2012","2456275","377092801","0","< 5.54e-8","-","-","-","1e-8","0","bin531.log"
"Dec 16 2012","2456278","377352001","1.57","< 7.41e-8","-","-","-","1e-8","0","bin532.log"
"Dec 19 2012","2456281","377611201","0.18","< 8.67e-8","-","-","-","1e-8","0","bin533.log"
"Dec 22 2012","2456284","377870401","0","< 4.94e-8","-","-","-","1e-8","0","bin534.log"
"Dec 25 2012","2456287","378129601","0","< 5.25e-8","-","-","-","1e-8","0","bin535.log"
"Dec 28 2012","2456290","378388801","0","< 5.58e-8","-","-","-","1e-8","0","bin536.log"
"Dec 31 2012","2456293","378648001","0","< 6.65e-8","-","-","-","1e-8","0","bin537.log"
"Jan 03 2013","2456295","378907201","2.83","< 1.08e-7","-","-","-","1e-8","0","bin538.log"
"Jan 06 2013","2456298","379166401","0.17","< 5.52e-8","-","-","-","1e-8","0","bin539.log"
"Jan 09 2013","2456301","379425601","0","< 5.25e-8","-","-","-","1e-8","0","bin540.log"
"Jan 12 2013","2456304","379684801","0.48","< 5.65e-8","-","-","-","1e-8","0","bin541.log"
"Jan 15 2013","2456307","379944001","11.09","7.15e-8","3.36e-8","-2.1","-","1e-8","0","bin542.log"
"Jan 18 2013","2456310","380203201","2.16","< 1.04e-7","-","-","-","1e-8","0","bin543.log"
"Jan 21 2013","2456313","380462401","0.46","< 8.72e-8","-","-","-","1e-8","0","bin544.log"
"Jan 24 2013","2456316","380721601","0","< 4.90e-8","-","-","-","1e-8","0","bin545.log"
"Jan 27 2013","2456319","380980801","0","< 3.69e-8","-","-","-","1e-8","0","bin546.log"
"Jan 30 2013","2456322","381240001","0.93","< 7.59e-8","-","-","-","1e-8","0","bin547.log"
"Feb 02 2013","2456325","381499201","12.03","7.57e-8","3.67e-8","-2.1","-","1e-8","0","bin548.log"
"Feb 05 2013","2456328","381758401","9.44","2.75e-8","2.27e-8","-2.1","-","1e-8","0","bin549.log"
"Feb 08 2013","2456331","382017601","30.12","1.18e-7","4.04e-8","-2.1","-","1e-8","0","bin550.log"
"Feb 11 2013","2456334","382276801","37.72","1.52e-7","4.60e-8","-2.1","-","1e-8","0","bin551.log"
"Feb 14 2013","2456337","382536001","42.16","1.28e-7","3.73e-8","-2.1","-","1e-8","0","bin552.log"
"Feb 17 2013","2456340","382795201","49.9","1.50e-7","4.20e-8","-2.1","-","1e-8","0","bin553.log"
"Feb 20 2013","2456343","383054401","47.52","1.68e-7","4.50e-8","-2.1","-","1e-8","0","bin554.log"
"Feb 23 2013","2456346","383313601","36.26","1.63e-7","4.50e-8","-2.1","-","1e-8","0","bin555.log"
"Feb 26 2013","2456349","383572801","1.65","< 9.80e-8","-","-","-","1e-8","0","bin556.log"
"Mar 01 2013","2456354","383832001","9.76","5.48e-8","2.72e-8","-2.1","-","1e-8","0","bin557.log"
"Mar 04 2013","2456357","384091201","0","< 6.84e-8","-","-","-","1e-8","0","bin558.log"
"Mar 07 2013","2456360","384350401","21.18","1.28e-7","4.93e-8","-2.1","-","1e-8","0","bin559.log"
"Mar 10 2013","2456363","384609601","0","< 6.21e-8","-","-","-","1e-8","0","bin560.log"
"Mar 13 2013","2456366","384868801","21.19","1.59e-7","5.20e-8","-2.1","-","1e-8","0","bin561.log"
"Mar 16 2013","2456369","385128001","33.16","1.45e-7","4.40e-8","-2.1","-","1e-8","0","bin562.log"
"Mar 19 2013","2456372","385387201","43.91","1.90e-7","5.30e-8","-2.1","-","1e-8","0","bin563.log"
"Mar 22 2013","2456375","385646401","20.27","1.05e-7","4.18e-8","-2.1","-","1e-8","0","bin564.log"
"Mar 25 2013","2456378","385905601","27.35","1.47e-7","4.60e-8","-2.1","-","1e-8","0","bin565.log"
"Mar 28 2013","2456381","386164801","17.86","1.27e-7","4.73e-8","-2.1","-","1e-8","0","bin566.log"
"Mar 31 2013","2456384","386424001","30.77","1.51e-7","4.60e-8","-2.1","-","1e-8","0","bin567.log"
"Apr 03 2013","2456387","386683201","14","8.77e-8","3.76e-8","-2.1","-","1e-8","0","bin568.log"
"Apr 06 2013","2456390","386942401","34.36","1.09e-7","3.60e-8","-2.1","-","1e-8","0","bin569.log"
"Apr 09 2013","2456393","387201601","15.82","9.08e-8","3.73e-8","-2.1","-","1e-8","0","bin570.log"
"Apr 12 2013","2456396","387460801","41.34","1.15e-7","3.56e-8","-2.1","-","1e-8","0","bin571.log"
"Apr 15 2013","2456399","387720001","7.75","5.59e-8","2.88e-8","-2.1","-","1e-8","0","bin572.log"
"Apr 18 2013","2456402","387979201","9.41","5.54e-8","2.94e-8","-2.1","-","1e-8","0","bin573.log"
"Apr 21 2013","2456405","388238401","2.87","< 9.77e-8","-","-","-","1e-8","0","bin574.log"
"Apr 24 2013","2456408","388497601","25.36","8.36e-8","3.16e-8","-2.1","-","1e-8","0","bin575.log"
"Apr 27 2013","2456411","388756801","0.65","< 1.05e-7","-","-","-","1e-8","0","bin576.log"
"Apr 30 2013","2456414","389016001","3.97","< 1.34e-7","-","-","-","1e-8","0","bin577.log"
"May 03 2013","2456417","389275201","18.97","1.23e-7","4.79e-8","-2.1","-","1e-8","0","bin578.log"
"May 06 2013","2456420","389534401","45.28","1.96e-7","5.40e-8","-2.1","-","1e-8","0","bin579.log"
"May 09 2013","2456423","389793601","10.46","1.16e-7","4.81e-8","-2.1","-","1e-8","0","bin580.log"
"May 12 2013","2456426","390052801","4.86","4.93e-8","3.40e-8","-2.1","-","1e-8","0","bin581.log"
"May 15 2013","2456429","390312001","0","< 7.98e-8","-","-","-","1e-8","0","bin582.log"
"May 18 2013","2456432","390571201","0","< 4.43e-8","-","-","-","1e-8","0","bin583.log"
"May 21 2013","2456435","390830401","0","< 5.53e-8","-","-","-","1e-8","0","bin584.log"
"May 24 2013","2456438","391089601","9.78","3.78e-8","2.53e-8","-2.1","-","1e-8","0","bin585.log"
"May 27 2013","2456441","391348801","6.47","5.76e-8","3.18e-8","-2.1","-","1e-8","0","bin586.log"
"May 30 2013","2456444","391608001","5.03","5.45e-8","3.21e-8","-2.1","-","1e-8","0","bin587.log"
"Jun 02 2013","2456446","391867201","0","< 5.71e-8","-","-","-","1e-8","0","bin588.log"
"Jun 05 2013","2456449","392126401","4.07","5.63e-8","3.53e-8","-2.1","-","1e-8","0","bin589.log"
"Jun 08 2013","2456452","392385601","0","< 6.64e-8","-","-","-","1e-8","0","bin590.log"
"Jun 11 2013","2456455","392644801","3.22","< 9.54e-8","-","-","-","1e-8","0","bin591.log"
"Jun 14 2013","2456458","392904001","5.92","4.68e-8","2.89e-8","-2.1","-","1e-8","0","bin592.log"
"Jun 17 2013","2456461","393163201","3.94","< 8.81e-8","-","-","-","1e-8","0","bin593.log"
"Jun 20 2013","2456464","393422401","0.26","< 7.86e-8","-","-","-","1e-8","0","bin594.log"
"Jun 23 2013","2456467","393681601","2.88","< 9.96e-8","-","-","-","1e-8","0","bin595.log"
"Jun 26 2013","2456470","393940801","0","< 4.42e-8","-","-","-","1e-8","0","bin596.log"
"Jun 29 2013","2456473","394200001","8.47","6.85e-8","3.56e-8","-2.1","-","1e-8","0","bin597.log"
"Jul 02 2013","2456477","394459201","6.12","8.39e-8","4.48e-8","-2.1","-","1e-8","0","bin598.log"
"Jul 05 2013","2456480","394718401","0.04","< 8.76e-8","-","-","-","1e-8","0","bin599.log"
"Jul 08 2013","2456483","394977601","7.97","6.44e-8","3.75e-8","-2.1","-","1e-8","0","bin600.log"
"Jul 11 2013","2456486","395236801","0","< 5.96e-8","-","-","-","1e-8","0","bin601.log"
"Jul 14 2013","2456489","395496001","6.74","7.66e-8","3.90e-8","-2.1","-","1e-8","0","bin602.log"
"Jul 17 2013","2456492","395755201","0","< 5.49e-8","-","-","-","1e-8","0","bin603.log"
"Jul 20 2013","2456495","396014401","1.01","< 8.21e-8","-","-","-","1e-8","0","bin604.log"
"Jul 23 2013","2456498","396273601","0","< 5.80e-8","-","-","-","1e-8","0","bin605.log"
"Jul 26 2013","2456501","396532801","5.52","3.22e-8","2.36e-8","-2.1","-","1e-8","0","bin606.log"
"Jul 29 2013","2456504","396792001","1.43","< 5.95e-8","-","-","-","1e-8","0","bin607.log"
"Aug 01 2013","2456506","397051201","14.81","1.19e-7","4.54e-8","-2.1","-","1e-8","0","bin608.log"
"Aug 04 2013","2456509","397310401","6.74","4.45e-8","2.89e-8","-2.1","-","1e-8","0","bin609.log"
"Aug 07 2013","2456512","397569601","1.42","< 8.57e-8","-","-","-","1e-8","0","bin610.log"
"Aug 10 2013","2456515","397828801","5.53","3.35e-8","2.65e-8","-2.1","-","1e-8","0","bin611.log"
"Aug 13 2013","2456518","398088001","11.64","4.04e-8","2.46e-8","-2.1","-","1e-8","0","bin612.log"
"Aug 16 2013","2456521","398347201","7.22","6.26e-8","3.88e-8","-2.1","-","1e-8","0","bin613.log"
"Aug 19 2013","2456524","398606401","0","< 7.29e-8","-","-","-","1e-8","0","bin614.log"
"Aug 22 2013","2456527","398865601","0","< 6.00e-8","-","-","-","1e-8","0","bin615.log"
"Aug 25 2013","2456530","399124801","0","< 6.81e-8","-","-","-","1e-8","0","bin616.log"
"Aug 28 2013","2456533","399384001","5.97","6.13e-8","3.71e-8","-2.1","-","1e-8","0","bin617.log"
"Aug 31 2013","2456536","399643201","6","7.81e-8","4.27e-8","-2.1","-","1e-8","0","bin618.log"
"Sep 03 2013","2456539","399902401","2.09","< 8.96e-8","-","-","-","1e-8","0","bin619.log"
"Sep 06 2013","2456542","400161601","6.33","2.41e-8","1.94e-8","-2.1","-","1e-8","0","bin620.log"
"Sep 09 2013","2456545","400420801","1.84","< 9.34e-8","-","-","-","1e-8","0","bin621.log"
"Sep 12 2013","2456548","400680001","0","< 3.40e-8","-","-","-","1e-8","0","bin622.log"
"Sep 15 2013","2456551","400939201","1.79","< 1.02e-7","-","-","-","1e-8","0","bin623.log"
"Sep 18 2013","2456554","401198401","4.69","4.02e-8","2.81e-8","-2.1","-","1e-8","0","bin624.log"
"Sep 21 2013","2456557","401457601","9.74","6.61e-8","3.47e-8","-2.1","-","1e-8","0","bin625.log"
"Sep 24 2013","2456560","401716801","0.28","< 7.84e-8","-","-","-","1e-8","0","bin626.log"
"Sep 27 2013","2456563","401976001","1.22","< 8.93e-8","-","-","-","1e-8","0","bin627.log"
"Sep 30 2013","2456566","402235201","0","< 5.84e-8","-","-","-","1e-8","0","bin628.log"
"Oct 03 2013","2456569","402494401","0","< 5.90e-8","-","-","-","1e-8","0","bin629.log"
"Oct 06 2013","2456572","402753601","1.35","< 8.32e-8","-","-","-","1e-8","0","bin630.log"
"Oct 09 2013","2456575","403012801","0","< 6.28e-8","-","-","-","1e-8","0","bin631.log"
"Oct 12 2013","2456578","403272001","0","< 7.23e-8","-","-","-","1e-8","0","bin632.log"
"Oct 15 2013","2456581","403531201","0","< 7.30e-8","-","-","-","1e-8","0","bin633.log"
"Oct 18 2013","2456584","403790401","0.01","< 8.35e-8","-","-","-","1e-8","0","bin634.log"
"Oct 21 2013","2456587","404049601","0","< 8.48e-8","-","-","-","1e-8","0","bin635.log"
"Oct 24 2013","2456590","404308801","0.22","< 7.41e-8","-","-","-","1e-8","0","bin636.log"
"Oct 27 2013","2456593","404568001","0","< 4.59e-8","-","-","-","1e-8","0","bin637.log"
"Oct 30 2013","2456596","404827201","2.03","< 8.80e-8","-","-","-","1e-8","0","bin638.log"
"Nov 02 2013","2456599","405086401","1.72","< 7.03e-8","-","-","-","1e-8","0","bin639.log"
"Nov 05 2013","2456602","405345601","1.12","< 6.98e-8","-","-","-","1e-8","0","bin640.log"
"Nov 08 2013","2456605","405604801","2.15","< 6.63e-8","-","-","-","1e-8","0","bin641.log"
"Nov 11 2013","2456608","405864001","4.35","2.23e-8","2.00e-8","-2.1","-","1e-8","0","bin642.log"
"Nov 14 2013","2456611","406123201","2.43","< 1.29e-7","-","-","-","1e-8","0","bin643.log"
"Nov 20 2013","2456617","406641601","5.5","5.89e-8","3.35e-8","-2.1","-","1e-8","0","bin645.log"
"Nov 23 2013","2456620","406900801","8.19","3.32e-8","2.11e-8","-2.1","-","1e-8","0","bin646.log"
"Nov 26 2013","2456623","407160001","1.16","< 1.01e-7","-","-","-","1e-8","0","bin647.log"
"Nov 29 2013","2456626","407419201","0","< 7.01e-8","-","-","-","1e-8","0","bin648.log"
"Dec 02 2013","2456629","407678401","0.25","< 6.70e-8","-","-","-","1e-8","0","bin649.log"
"Dec 05 2013","2456632","407937601","0","< 9.04e-8","-","-","-","1e-8","0","bin650.log"
"Dec 08 2013","2456635","408196801","0","< 1.01e-7","-","-","-","1e-8","0","bin651.log"
"Dec 11 2013","2456638","408456001","0.09","< 8.58e-8","-","-","-","1e-8","0","bin652.log"
"Dec 14 2013","2456641","408715201","0.15","< 8.42e-8","-","-","-","1e-8","0","bin653.log"
"Dec 17 2013","2456644","408974401","1.96","< 1.57e-7","-","-","-","1e-8","0","bin654.log"
"Dec 20 2013","2456647","409233601","2.13","< 8.41e-8","-","-","-","1e-8","0","bin655.log"
"Dec 23 2013","2456650","409492801","0","< 6.38e-8","-","-","-","1e-8","0","bin656.log"
"Dec 26 2013","2456653","409752001","3.67","< 9.77e-8","-","-","-","1e-8","0","bin657.log"
"Dec 29 2013","2456656","410011201","0","< 5.26e-8","-","-","-","1e-8","0","bin658.log"
"Jan 01 2014","2456658","410270401","0","< 5.57e-8","-","-","-","1e-8","0","bin659.log"
"Jan 04 2014","2456661","410529601","8.02","6.19e-8","3.99e-8","-2.1","-","1e-8","0","bin660.log"
"Jan 07 2014","2456664","410788801","2.28","< 1.84e-7","-","-","-","1e-8","0","bin661.log"
"Jan 10 2014","2456667","411048001","0","< 6.80e-8","-","-","-","1e-8","0","bin662.log"
"Jan 13 2014","2456670","411307201","1.61","< 9.59e-8","-","-","-","1e-8","0","bin663.log"
"Jan 16 2014","2456673","411566401","0.18","< 6.53e-8","-","-","-","1e-8","0","bin664.log"
"Jan 19 2014","2456676","411825601","0","< 6.10e-8","-","-","-","1e-8","0","bin665.log"
"Jan 22 2014","2456679","412084801","4.61","5.67e-8","4.09e-8","-2.1","-","1e-8","0","bin666.log"
"Jan 25 2014","2456682","412344001","3.29","< 7.86e-8","-","-","-","1e-8","0","bin667.log"
"Jan 28 2014","2456685","412603201","0","< 4.05e-8","-","-","-","1e-8","0","bin668.log"
"Jan 31 2014","2456688","412862401","0","< 5.30e-8","-","-","-","1e-8","0","bin669.log"
"Feb 03 2014","2456691","413121601","0","< 4.55e-8","-","-","-","1e-8","0","bin670.log"
"Feb 06 2014","2456694","413380801","0","< 8.36e-8","-","-","-","1e-8","0","bin671.log"
"Feb 09 2014","2456697","413640001","0","< 6.61e-8","-","-","-","1e-8","0","bin672.log"
"Feb 12 2014","2456700","413899201","0.01","< 8.06e-8","-","-","-","1e-8","0","bin673.log"
"Feb 15 2014","2456703","414158401","0.37","< 7.44e-8","-","-","-","1e-8","0","bin674.log"
"Feb 18 2014","2456706","414417601","8.03","4.97e-8","2.87e-8","-2.1","-","1e-8","0","bin675.log"
"Feb 21 2014","2456709","414676801","0","< 6.16e-8","-","-","-","1e-8","0","bin676.log"
"Feb 24 2014","2456712","414936001","1.92","< 1.40e-7","-","-","-","1e-8","0","bin677.log"
"Feb 27 2014","2456715","415195201","4.24","1.04e-5","0.00e+0","-2.1","-","1e-8","101","bin678.log"
"Mar 02 2014","2456720","415454401","5.54","8.91e-8","5.14e-8","-2.1","-","1e-8","0","bin679.log"
"Mar 05 2014","2456723","415713601","9.03","9.87e-8","4.88e-8","-2.1","-","1e-8","0","bin680.log"
"Mar 08 2014","2456726","415972801","0.02","< 8.10e-8","-","-","-","1e-8","0","bin681.log"
"Mar 11 2014","2456729","416232001","1.34","< 9.51e-8","-","-","-","1e-8","0","bin682.log"
"Mar 14 2014","2456732","416491201","0","< 5.83e-8","-","-","-","1e-8","0","bin683.log"
"Mar 17 2014","2456735","416750401","6.6","6.10e-8","4.04e-8","-2.1","-","1e-8","0","bin684.log"
"Mar 20 2014","2456738","417009601","0.25","< 8.25e-8","-","-","-","1e-8","0","bin685.log"
"Mar 23 2014","2456741","417268801","6.54","7.22e-8","4.18e-8","-2.1","-","1e-8","0","bin686.log"
"Mar 26 2014","2456744","417528001","9.2","8.35e-8","4.55e-8","-2.1","-","1e-8","0","bin687.log"
"Mar 29 2014","2456747","417787201","9.26","1.04e-7","5.13e-8","-2.1","-","1e-8","0","bin688.log"
"Apr 01 2014","2456750","418046401","10.26","4.93e-8","2.15e-8","-2.1","-","1e-8","0","bin689.log"
"Apr 04 2014","2456753","418305601","0.81","< 5.36e-8","-","-","-","1e-8","0","bin690.log"
"Apr 07 2014","2456756","418564801","0","< 7.05e-8","-","-","-","1e-8","0","bin691.log"
"Apr 10 2014","2456759","418824001","3.93","< 1.37e-7","-","-","-","1e-8","0","bin692.log"
"Apr 13 2014","2456762","419083201","0.63","< 7.75e-8","-","-","-","1e-8","0","bin693.log"
"Apr 16 2014","2456765","419342401","0","< 5.81e-8","-","-","-","1e-8","0","bin694.log"
"Apr 19 2014","2456768","419601601","10.1","1.18e-7","5.43e-8","-2.1","-","1e-8","0","bin695.log"
"Apr 22 2014","2456771","419860801","12.31","1.09e-7","5.20e-8","-2.1","-","1e-8","0","bin696.log"
"Apr 25 2014","2456774","420120001","60.52","2.25e-7","5.10e-8","-2.1","-","1e-8","0","bin697.log"
"Apr 28 2014","2456777","420379201","30.22","1.59e-7","4.70e-8","-2.1","-","1e-8","0","bin698.log"
"May 01 2014","2456780","420638401","8.51","5.11e-8","2.87e-8","-2.1","-","1e-8","0","bin699.log"
"May 04 2014","2456783","420897601","18.28","8.00e-8","3.35e-8","-2.1","-","1e-8","0","bin700.log"
"May 07 2014","2456786","421156801","10.34","8.27e-8","3.62e-8","-2.1","-","1e-8","0","bin701.log"
"May 10 2014","2456789","421416001","25.67","1.40e-7","4.58e-8","-2.1","-","1e-8","0","bin702.log"
"May 13 2014","2456792","421675201","30.96","1.66e-7","4.90e-8","-2.1","-","1e-8","0","bin703.log"
"May 16 2014","2456795","421934401","25.73","8.27e-8","4.01e-8","-2.1","-","1e-8","0","bin704.log"
"May 19 2014","2456798","422193601","40.85","1.56e-7","4.50e-8","-2.1","-","1e-8","0","bin705.log"
"May 22 2014","2456801","422452801","55.35","2.19e-7","5.30e-8","-2.1","-","1e-8","0","bin706.log"
"May 25 2014","2456804","422712001","10.6","9.04e-8","4.34e-8","-2.1","-","1e-8","0","bin707.log"
"May 28 2014","2456807","422971201","60.94","2.51e-7","5.50e-8","-2.1","-","1e-8","0","bin708.log"
"May 31 2014","2456810","423230401","11.98","1.04e-7","5.15e-8","-2.1","-","1e-8","0","bin709.log"
"Jun 03 2014","2456813","423489601","9.27","1.12e-7","6.10e-8","-2.1","-","1e-8","0","bin710.log"
"Jun 06 2014","2456816","423748801","9.96","1.07e-7","5.73e-8","-2.1","-","1e-8","0","bin711.log"
"Jun 09 2014","2456819","424008001","10.66","1.43e-7","7.24e-8","-2.1","-","1e-8","0","bin712.log"
"Jun 12 2014","2456822","424267201","14.8","2.12e-7","9.60e-8","-2.1","-","1e-8","0","bin713.log"
"Jun 15 2014","2456825","424526401","5.77","1.54e-7","1.15e-7","-2.1","-","1e-8","0","bin714.log"
"Jun 18 2014","2456828","424785601","24.84","1.66e-7","6.75e-8","-2.1","-","1e-8","0","bin715.log"
"Jun 21 2014","2456831","425044801","83.34","2.41e-7","4.80e-8","-2.1","-","1e-8","0","bin716.log"
"Jun 24 2014","2456834","425304001","75.35","2.94e-7","6.70e-8","-2.1","-","1e-8","0","bin717.log"
"Jun 27 2014","2456837","425563201","60.25","2.16e-7","5.40e-8","-2.1","-","1e-8","0","bin718.log"
"Jun 30 2014","2456840","425822401","54.39","1.77e-7","4.60e-8","-2.1","-","1e-8","0","bin719.log"
"Jul 03 2014","2456843","426081601","19.95","1.03e-7","3.85e-8","-2.1","-","1e-8","0","bin720.log"
"Jul 06 2014","2456846","426340801","15.01","1.18e-7","4.66e-8","-2.1","-","1e-8","0","bin721.log"
"Jul 09 2014","2456849","426600001","34.42","1.86e-7","5.30e-8","-2.1","-","1e-8","0","bin722.log"
"Jul 12 2014","2456852","426859201","3.46","< 1.71e-7","-","-","-","1e-8","0","bin723.log"
"Jul 15 2014","2456855","427118401","11.69","1.19e-7","5.38e-8","-2.1","-","1e-8","0","bin724.log"
"Jul 18 2014","2456858","427377601","6.8","4.42e-8","2.99e-8","-2.1","-","1e-8","0","bin725.log"
"Jul 21 2014","2456861","427636801","19.54","1.54e-7","5.20e-8","-2.1","-","1e-8","0","bin726.log"
"Jul 24 2014","2456864","427896001","8.9","9.65e-8","4.75e-8","-2.1","-","1e-8","0","bin727.log"
"Jul 27 2014","2456867","428155201","0.45","< 1.18e-7","-","-","-","1e-8","0","bin728.log"
"Jul 30 2014","2456870","428414401","7.76","5.60e-8","3.55e-8","-2.1","-","1e-8","0","bin729.log"
"Aug 02 2014","2456873","428673601","0.32","< 7.37e-8","-","-","-","1e-8","0","bin730.log"
"Aug 05 2014","2456876","428932801","0.13","< 1.31e-7","-","-","-","1e-8","0","bin731.log"
"Aug 08 2014","2456879","429192001","0","< 7.67e-8","-","-","-","1e-8","0","bin732.log"
"Aug 11 2014","2456882","429451201","0","< 5.21e-8","-","-","-","1e-8","0","bin733.log"
"Aug 14 2014","2456885","429710401","0","< 8.45e-8","-","-","-","1e-8","0","bin734.log"
"Aug 17 2014","2456888","429969601","0","< 7.73e-8","-","-","-","1e-8","0","bin735.log"
"Aug 20 2014","2456891","430228801","0.69","< 1.30e-7","-","-","-","1e-8","0","bin736.log"
"Aug 23 2014","2456894","430488001","0","< 6.36e-8","-","-","-","1e-8","0","bin737.log"
"Aug 26 2014","2456897","430747201","6.79","5.30e-8","3.53e-8","-2.1","-","1e-8","0","bin738.log"
"Aug 29 2014","2456900","431006401","3.66","< 1.06e-7","-","-","-","1e-8","0","bin739.log"
"Sep 01 2014","2456902","431265601","0","< 9.10e-8","-","-","-","1e-8","0","bin740.log"
"Sep 04 2014","2456905","431524801","0.69","< 9.54e-8","-","-","-","1e-8","0","bin741.log"
"Sep 07 2014","2456908","431784001","1.07","< 1.07e-7","-","-","-","1e-8","0","bin742.log"
"Sep 10 2014","2456911","432043201","5.83","6.62e-8","4.01e-8","-2.1","-","1e-8","0","bin743.log"
"Sep 13 2014","2456914","432302401","3.05","< 1.30e-7","-","-","-","1e-8","0","bin744.log"
"Sep 16 2014","2456917","432561601","0.66","< 8.57e-8","-","-","-","1e-8","0","bin745.log"
"Sep 19 2014","2456920","432820801","8.92","5.23e-8","3.04e-8","-2.1","-","1e-8","0","bin746.log"
"Sep 22 2014","2456923","433080001","4.3","5.63e-8","3.81e-8","-2.1","-","1e-8","0","bin747.log"
"Sep 25 2014","2456926","433339201","2.1","< 1.25e-7","-","-","-","1e-8","0","bin748.log"
"Sep 28 2014","2456929","433598401","0","< 8.88e-8","-","-","-","1e-8","0","bin749.log"
"Oct 01 2014","2456932","433857601","0","< 8.32e-8","-","-","-","1e-8","0","bin750.log"
"Oct 04 2014","2456935","434116801","0","< 7.30e-8","-","-","-","1e-8","0","bin751.log"
"Oct 07 2014","2456938","434376001","0","< 5.82e-8","-","-","-","1e-8","0","bin752.log"
"Oct 10 2014","2456941","434635201","0","< 5.34e-8","-","-","-","1e-8","0","bin753.log"
"Oct 13 2014","2456944","434894401","0","< 5.08e-8","-","-","-","1e-8","0","bin754.log"
"Oct 16 2014","2456947","435153601","0","< 6.97e-8","-","-","-","1e-8","0","bin755.log"
"Oct 19 2014","2456950","435412801","0.18","< 1.09e-7","-","-","-","1e-8","0","bin756.log"
"Oct 22 2014","2456953","435672001","4.77","6.79e-8","4.33e-8","-2.1","-","1e-8","0","bin757.log"
"Oct 25 2014","2456956","435931201","0.83","< 9.29e-8","-","-","-","1e-8","0","bin758.log"
"Oct 28 2014","2456959","436190401","0","< 6.87e-8","-","-","-","1e-8","0","bin759.log"
